name,dir,file1,file2,result,timeout,conflict,tree_difference,interp_error,out_of_bounds,f1_diff_after_polymer,f2_diff_after_polymer,f1_diff_after_mliropt,f2_diff_after_mliropt,time_interp_file1,time_interp_file2,time_equivalence,num_stmts_file1,num_stmts_file2,num_tasks_file1,num_tasks_file2,command
ludcmp,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/ludcmp-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/ludcmp-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.217590,0.751081,0.014969,76646,206483,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/ludcmp-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/ludcmp-8-translated-noasyncepilogue.c ""A,B,x,y"""
gramschmidt,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/gramschmidt-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/gramschmidt-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.186059,0.411369,0.012028,59167,136524,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gramschmidt-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/gramschmidt-8-translated-noasyncepilogue.c ""A,R,Q"""
mvt,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/mvt-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/mvt-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.028867,0.061619,0.002486,9945,23559,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/mvt-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/mvt-8-translated-noasyncepilogue.c ""x1,x2,y_1,y_2,A"""
cholesky,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/cholesky-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/cholesky-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.122885,0.350451,0.007784,36172,97136,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/cholesky-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/cholesky-8-translated-noasyncepilogue.c ""A"""
deriche,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/deriche-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/deriche-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.328455,0.952797,0.049725,133581,401891,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/deriche-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/deriche-8-translated-noasyncepilogue.c ""alpha,imgIn,imgOut,y1,y2"""
jacobi-2d,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-2d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/jacobi-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.538292,1.521266,0.051698,98698,514234,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-2d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/jacobi-2d-8-translated-noasyncepilogue.c ""A,B"""
trisolv,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/trisolv-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/trisolv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.008778,0.019893,0.001033,2597,6772,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/trisolv-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/trisolv-8-translated-noasyncepilogue.c ""L,x,b"""
syrk,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/syrk-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/syrk-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.109227,0.298742,0.009182,31899,93999,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/syrk-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/syrk-8-translated-noasyncepilogue.c ""A,C"""
durbin,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/durbin-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/durbin-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/durbin-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/durbin-8-translated-noasyncepilogue.c ""r,y"""
atax,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/atax-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/atax-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.028611,0.064603,0.002618,9993,23814,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/atax-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/atax-8-translated-noasyncepilogue.c ""A,x,y,tmp"""
lu,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/lu-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/lu-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.235450,0.645923,0.021501,69052,186026,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/lu-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/lu-8-translated-noasyncepilogue.c ""A"""
heat-3d,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/heat-3d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/heat-3d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.829744,2.022309,0.112076,73099,590234,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/heat-3d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/heat-3d-8-translated-noasyncepilogue.c ""A,B"""
gesummv,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/gesummv-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/gesummv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.015116,0.035695,0.002273,3839,12435,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gesummv-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/gesummv-8-translated-noasyncepilogue.c ""A,B,tmp,x,y"""
covariance,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/covariance-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/covariance-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.144767,0.308844,0.009466,47630,107763,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/covariance-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/covariance-8-translated-noasyncepilogue.c ""data,cov,mean"""
adi,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/adi-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/adi-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/adi-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/adi-8-translated-noasyncepilogue.c ""u,v,p,q"""
3mm,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/3mm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/3mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.220001,0.505347,0.014007,70226,163276,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/3mm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/3mm-8-translated-noasyncepilogue.c ""A,B,C,D,E,F,G"""
doitgen,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/doitgen-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/doitgen-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.135594,0.286169,0.007444,42785,92000,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/doitgen-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/doitgen-8-translated-noasyncepilogue.c ""A,C4,sum"""
syr2k,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/syr2k-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.153853,0.462954,0.017966,31902,140502,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/syr2k-8-translated-noasyncepilogue.c ""A,B,C"""
jacobi-1d,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/jacobi-1d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.011403,0.028094,0.001043,3497,11634,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/jacobi-1d-8-translated-noasyncepilogue.c ""A,B"""
bicg,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/bicg-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/bicg-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.024059,0.058268,0.002869,6736,21638,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/bicg-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/bicg-8-translated-noasyncepilogue.c ""A,s,q,p,r"""
seidel-2d,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/seidel-2d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/seidel-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.897220,2.695934,0.078430,89775,937192,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/seidel-2d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/seidel-2d-8-translated-noasyncepilogue.c ""A"""
gemm,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/gemm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/gemm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.163338,0.372894,0.014462,49050,127665,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gemm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/gemm-8-translated-noasyncepilogue.c ""A,B,C"""
correlation,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/correlation-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/correlation-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.151661,0.325472,0.010551,48206,111601,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/correlation-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/correlation-8-translated-noasyncepilogue.c ""data,corr,mean,stddev"""
floyd-warshall,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/floyd-warshall-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/floyd-warshall-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,3.259346,5.330933,0.285477,662652,1796665,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/floyd-warshall-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/floyd-warshall-8-translated-noasyncepilogue.c ""path"""
trmm,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/trmm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/trmm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.062470,0.188712,0.003913,20201,61317,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/trmm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/trmm-8-translated-noasyncepilogue.c ""A,B"""
nussinov,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/nussinov-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/nussinov-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.689263,1.939819,0.052573,122385,677700,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/nussinov-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/nussinov-8-translated-noasyncepilogue.c ""n,seq,table"""
fdtd-2d,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/fdtd-2d-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/fdtd-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.444886,1.133075,0.040554,108727,376267,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/fdtd-2d-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/fdtd-2d-8-translated-noasyncepilogue.c ""ex,ey,hz"""
gemver,affine-no-polymer-unroll,generated-polybench-use-scalar-lb-mini-dataset/interp/gemver-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/gemver-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.051411,0.120889,0.006460,15047,45151,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gemver-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll/translated/gemver-8-translated-noasyncepilogue.c ""A,u1,v1,u2,v2,w,x,y,z"""
2mm,affine-no-polymer-unroll-jam,generated-polybench-use-scalar-lb-mini-dataset/interp/2mm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll-jam/translated/2mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.139087,0.359269,0.010195,43273,116631,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/2mm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll-jam/translated/2mm-8-translated-noasyncepilogue.c ""A,B,C,D"""
symm,affine-no-polymer-unroll-jam,generated-polybench-use-scalar-lb-mini-dataset/interp/symm-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll-jam/translated/symm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.103657,0.266660,0.011148,26508,95221,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/symm-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll-jam/translated/symm-8-translated-noasyncepilogue.c ""A,B,C"""
ludcmp,affine-no-polymer-unroll-jam,generated-polybench-use-scalar-lb-mini-dataset/interp/ludcmp-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll-jam/translated/ludcmp-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.215390,0.523471,0.014872,76646,194120,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/ludcmp-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll-jam/translated/ludcmp-8-translated-noasyncepilogue.c ""A,B,x,y"""
gramschmidt,affine-no-polymer-unroll-jam,generated-polybench-use-scalar-lb-mini-dataset/interp/gramschmidt-interp-noasync.c,converted-affine-options-no-polymer/affine-no-polymer-unroll-jam/translated/gramschmidt-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.187079,0.416129,0.011705,59167,150471,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gramschmidt-interp-noasync.c converted-affine-options-no-polymer/affine-no-polymer-unroll-jam/translated/gramschmidt-8-translated-noasyncepilogue.c ""A,R,Q"""
